career_domain,math_scores,cs_fundamentals_scores,cgpa,cognitive_ability_score,programming_skill,web_dev_skill,mobile_dev_skill,data_analytics_skill,data_science_ml_skill,db_sql_skill,cloud_devops_skill,cybersecurity_skill,networking_sysadmin_skill,ui_ux_design_skill,qa_testing_skill,business_analysis_skill,interest_dev_overall,interest_data_overall,interest_cloud_infra_overall,interest_cybersecurity,interest_ui_ux_design,interest_business_and_management,teamwork_behavior,learning_motivation,communication_skill,professional_discipline_score,project_count,project_complexity,internship_experience_count,github_repos_count,github_commits_90d,certifications_total,lang_python,lang_java,lang_javascript,lang_c_cpp,lang_sql,frontend_react,frontend_angular,backend_node,backend_django,backend_spring,db_postgres,data_tool_spark,data_tool_airflow,data_tool_kafka,cloud_aws,cloud_azure,devops_docker,devops_kubernetes,devops_terraform,observability_prometheus,observability_grafana,security_tool_siem,security_tool_wireshark,security_tool_burpsuite,testing_tool_selenium,testing_tool_jmeter,mobile_kotlin,mobile_flutter,projects_backend,projects_frontend,projects_fullstack,projects_mobile_android,projects_data_analytics,projects_data_engineering,projects_ml_ai,projects_cloud,projects_devops,projects_security_defense,projects_security_offense,projects_embedded,system_design_score,distributed_systems_knowledge_score,cloud_arch_patterns_score,data_modeling_skill,api_design_skill,siem_experience_score,incident_response_cases,vuln_assessments_done,pentest_tools_known_count,compliance_frameworks_known_count,embedded_c_cpp_skill,microcontroller_projects_count,rtos_experience_score,firmware_debugging_skill,job_role
Cybersecurity,81.4,80.34,8.22,5.33,6.25,2.62,1.52,6.15,5.29,2.3,6.04,5.57,7.64,1.47,7.22,4.46,3.65,5.2,6.33,8.6,6.72,6.23,6.81,9.61,5.37,0.86,9,6.67,1,12,141,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,4.43,4.7,7.0,4.08,2.54,7.41,9,6,3,0,1.86,0,1.66,4.27,Security Analyst
Data & Artificial Intelligence,75.53,76.06,8.74,7.15,5.88,5.63,5.05,6.94,8.96,9.74,2.33,3.0,7.13,3.26,3.29,7.42,7.05,7.2,3.63,8.25,5.05,3.77,6.94,9.38,2.2,0.84,10,4.57,2,12,158,7,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,1,0,2,0,7.6,6.62,5.34,9.85,3.64,3.93,1,0,1,0,3.45,0,3.72,3.32,Analytics Engineer
"Cloud, DevOps & Platform Engineering",81.35,76.21,7.65,2.04,9.39,3.82,3.09,4.21,2.1,6.43,6.21,3.66,8.64,3.74,5.17,2.82,6.38,3.85,8.3,5.16,2.13,8.52,3.44,6.8,5.99,0.81,10,4.89,0,11,120,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,7.17,2.39,6.73,7.32,5.18,2.09,0,0,0,1,1.28,0,0.0,0.78,Infrastructure Engineer
Data & Artificial Intelligence,93.47,69.75,7.95,8.17,4.37,6.2,1.4,9.59,5.34,6.05,7.56,2.56,1.36,4.97,4.72,5.07,6.99,7.72,7.05,3.46,5.23,5.65,5.02,7.9,7.71,0.69,8,5.81,1,12,44,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,7.95,4.09,3.45,6.11,7.28,1.53,0,0,0,0,3.64,0,1.33,1.71,Data Analyst
Data & Artificial Intelligence,85.75,61.27,7.78,7.43,7.41,2.97,7.5,4.92,7.55,9.48,5.37,3.1,2.97,3.14,0.56,5.71,7.01,8.99,5.31,5.09,5.35,5.35,6.9,10.0,0.73,0.74,7,5.59,0,10,148,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,2,0,0,0,0,5.29,6.03,3.87,3.16,6.3,3.17,0,0,0,0,0.05,0,2.25,0.43,AI Engineer
"Cloud, DevOps & Platform Engineering",73.5,87.95,8.22,8.67,6.03,2.16,2.05,8.07,4.09,6.85,7.37,0.15,7.71,5.0,5.28,5.97,2.32,6.23,8.6,7.25,7.14,4.23,5.06,6.73,6.32,0.45,4,5.69,2,2,128,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,10.0,5.75,9.59,4.16,5.04,5.29,0,0,0,0,3.57,0,2.48,3.11,Cloud Architect
Software Engineering,76.79,68.26,7.81,7.47,7.78,6.77,4.1,6.61,5.04,8.75,6.62,4.3,6.44,5.7,6.37,4.02,8.79,5.34,6.29,3.74,3.45,4.39,5.85,9.33,0.42,0.84,9,8.74,1,18,183,5,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,1,0,0,0,0,0,0,3.92,6.68,5.29,3.78,7.3,2.13,0,0,0,1,2.36,1,0.97,2.0,Full-Stack Developer
Cybersecurity,50.37,71.14,8.2,6.62,8.48,0.74,3.42,7.35,4.05,3.21,4.47,8.61,6.64,1.52,7.06,2.74,2.89,6.39,5.45,9.96,8.03,4.22,3.24,6.09,6.23,0.82,11,10.0,1,16,230,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,2,0,0,5.86,8.4,2.71,4.38,6.03,6.71,9,9,5,1,2.82,0,3.4,4.54,Security Operations Engineer
Software Engineering,69.49,83.46,7.32,4.74,8.02,3.54,6.05,5.24,2.59,7.77,5.36,5.18,5.87,7.85,6.36,4.71,8.44,5.1,6.05,5.74,4.51,5.39,6.31,5.92,6.05,0.48,3,3.16,1,4,94,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,7.46,6.14,6.25,2.39,9.26,3.54,0,0,0,0,1.98,0,1.35,0.21,Backend Engineer
Data & Artificial Intelligence,75.86,68.32,9.04,5.82,8.08,4.15,4.0,8.33,8.83,9.62,6.83,2.57,5.07,5.61,2.38,6.49,5.31,7.56,4.46,8.74,5.2,7.08,4.73,9.01,7.36,0.8,9,5.23,1,9,199,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,2,1,2,0,0,0,2.83,6.11,5.83,5.27,6.41,2.25,0,0,0,1,1.44,0,1.65,2.7,Data Engineer
Systems & Infrastructure,67.44,98.17,7.81,6.33,3.78,0.2,4.04,6.17,0.97,9.2,5.42,5.5,5.09,0.31,3.61,7.05,4.67,4.32,7.14,6.0,2.78,5.58,7.18,7.41,7.59,0.56,5,6.05,2,9,78,2,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,3,0,0,0,1,5.18,7.66,2.77,7.42,3.89,1.84,0,0,0,0,5.55,0,5.13,7.48,Database Administrator
Software Engineering,61.25,72.51,7.65,4.55,7.4,7.44,5.72,4.38,6.04,8.54,5.53,3.23,5.15,6.54,5.67,3.38,10.0,6.75,7.35,6.28,3.79,4.98,6.26,6.18,5.46,0.57,4,5.09,0,7,61,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4.16,4.48,2.01,2.47,6.44,3.47,0,0,0,0,3.19,0,0.47,0.21,Game Developer
Data & Artificial Intelligence,88.04,72.71,9.49,7.79,8.53,6.14,4.12,8.27,9.13,7.61,8.71,3.52,3.76,3.8,2.22,7.52,7.72,7.28,4.74,3.46,6.77,6.56,2.74,7.09,6.16,0.66,12,6.27,3,12,228,6,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,2,0,0,0,0,0,8.43,6.39,5.78,8.58,8.24,2.42,1,0,0,0,2.96,1,2.8,3.19,Machine Learning Engineer
"Cloud, DevOps & Platform Engineering",70.54,58.27,8.27,5.49,5.08,4.51,3.59,5.96,3.35,6.31,7.08,7.1,7.47,3.97,7.64,6.46,5.46,6.27,7.55,5.34,5.23,6.46,5.43,5.03,7.44,0.38,9,5.32,2,7,164,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,0,0,5.82,7.03,8.0,2.25,4.82,0.21,0,0,1,0,2.83,0,2.92,2.5,Platform Engineer
Software Engineering,66.75,75.33,7.12,3.47,7.27,7.61,5.17,8.53,5.4,5.53,5.0,3.53,9.19,4.36,5.34,3.18,8.71,6.25,6.41,5.47,9.74,3.44,5.65,8.26,7.43,0.58,8,7.47,2,8,156,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98,2.86,2.39,3.09,8.34,4.42,0,0,0,0,3.03,0,2.87,3.14,Game Developer
Systems & Infrastructure,77.46,83.06,6.39,7.53,7.34,3.45,7.11,5.59,1.16,8.08,2.19,4.7,5.67,2.17,5.38,5.21,6.72,5.66,4.56,5.17,6.25,3.41,7.92,8.37,3.0,0.61,3,7.87,2,5,18,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.04,2.61,5.55,6.76,3.7,4.53,0,0,2,1,8.37,3,7.37,6.89,Embedded Systems Engineer
Software Engineering,79.95,82.07,8.11,6.68,10.0,6.89,9.11,5.38,6.54,7.75,8.38,3.25,5.78,3.56,6.9,8.67,9.44,6.82,7.71,6.73,6.43,6.72,4.17,6.78,6.21,0.77,12,5.98,3,10,292,4,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,4.16,4.7,4.94,6.21,8.63,6.48,0,0,0,0,1.84,0,3.76,4.72,Backend Engineer
Data & Artificial Intelligence,75.02,93.24,8.35,7.9,8.56,3.8,6.59,6.83,7.9,7.69,5.35,2.98,4.35,3.98,5.6,5.26,6.64,7.82,6.75,5.26,7.06,8.25,3.03,8.3,6.4,0.61,11,7.38,3,19,236,4,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,0,5,0,0,0,0,0,7.08,5.98,6.14,5.93,6.12,6.58,0,0,0,0,3.7,0,1.31,1.32,AI Engineer
Data & Artificial Intelligence,75.53,79.98,9.19,5.91,6.81,5.29,1.21,6.88,9.21,6.84,5.92,2.87,3.8,5.71,4.75,6.98,5.56,8.68,6.67,7.18,7.64,3.6,6.6,6.58,6.41,0.45,11,8.51,2,12,214,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,3,2,4,0,1,0,0,1,5.19,7.22,5.3,3.36,5.41,1.79,0,0,0,0,1.17,0,2.57,0.54,AI Engineer
Data & Artificial Intelligence,57.18,65.34,7.59,7.4,5.03,2.89,4.37,8.09,3.55,6.82,6.59,0.62,1.65,3.22,5.81,7.53,6.89,9.33,6.29,3.84,8.51,7.29,4.7,7.7,8.8,0.63,11,4.87,1,12,165,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,3,0,0,0,1,1,0,0,5.47,6.68,2.85,7.44,5.37,2.41,0,0,0,0,1.74,0,4.09,1.79,Data Analyst
Data & Artificial Intelligence,63.77,68.7,8.39,6.49,7.66,1.58,4.46,7.68,8.54,8.26,9.61,5.41,6.63,3.56,4.55,2.73,2.16,9.75,7.12,5.96,9.13,6.67,1.46,5.89,5.62,0.59,8,7.82,3,7,147,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,5.37,3.28,7.01,8.65,7.09,3.77,2,0,0,0,0.81,0,5.26,5.09,Data Scientist
"Cloud, DevOps & Platform Engineering",84.07,65.44,7.0,5.25,7.65,2.5,1.99,7.07,2.26,6.15,8.66,4.14,9.01,3.37,6.1,2.94,1.71,4.38,6.92,3.65,8.61,6.43,2.91,7.05,6.89,0.45,8,7.24,2,5,180,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,9.89,7.07,9.05,5.34,8.52,3.3,1,2,0,0,1.14,0,0.76,5.02,Platform Engineer
Cybersecurity,62.56,73.92,6.56,4.75,5.52,4.1,3.52,6.16,6.1,4.16,2.08,8.77,8.13,3.58,7.06,7.04,4.96,6.52,4.52,7.23,3.0,8.9,8.36,8.01,9.34,0.64,4,5.61,1,7,138,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,5.15,5.78,1.53,4.19,4.49,4.38,6,2,0,6,2.32,0,2.7,0.75,GRC Analyst
UI/UX & Product,56.28,59.46,8.06,6.62,2.14,3.13,7.03,6.72,1.98,2.35,3.25,2.38,3.06,9.06,2.37,8.23,3.41,6.21,6.32,3.56,7.85,10.0,7.69,8.22,8.62,0.73,6,6.55,1,6,86,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5.42,1.44,0.0,3.47,4.25,2.8,0,0,0,0,4.14,0,1.0,0.33,Associate Product Manager
Data & Artificial Intelligence,77.57,76.76,8.82,8.02,6.15,4.38,2.56,8.46,6.67,6.63,8.62,4.82,5.47,1.1,4.24,6.71,3.72,7.41,4.3,3.13,7.41,0.12,2.11,5.82,7.46,0.7,11,7.2,2,20,188,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,2,2,4,0,0,0,4.85,4.95,5.34,9.34,6.07,1.66,0,0,0,0,1.82,2,3.63,2.71,MLOps Engineer
Software Engineering,70.5,73.66,7.25,5.68,6.88,8.17,8.04,4.75,2.76,6.62,6.75,3.68,3.4,3.99,5.01,4.07,8.64,6.42,6.84,4.45,4.1,5.28,5.74,4.97,3.76,0.43,6,5.84,0,7,134,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,1,2,0,0,0,0,0,3.8,6.37,6.45,3.41,5.33,3.89,0,0,0,0,1.65,1,2.07,1.22,Mobile Application Developer
Cybersecurity,79.62,56.86,7.86,4.62,4.62,4.65,1.19,7.28,4.83,4.11,5.96,8.08,8.36,4.11,5.54,5.58,4.92,4.55,8.23,7.97,6.38,6.68,7.04,9.14,5.35,0.84,12,7.42,3,10,225,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4,2,0,1,7.41,7.27,5.43,3.74,5.25,7.92,21,5,3,2,4.74,0,1.17,1.4,Security Operations Engineer
Systems & Infrastructure,75.15,68.38,7.89,7.97,8.85,2.14,3.91,2.61,4.2,6.28,6.24,4.89,6.43,2.74,5.77,5.8,3.41,3.21,8.22,3.88,4.31,6.99,4.21,7.23,7.71,0.65,7,3.66,1,2,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.06,7.29,1.73,7.72,5.6,3.3,0,0,0,1,10.0,6,8.8,9.23,Embedded Systems Engineer
"Cloud, DevOps & Platform Engineering",76.38,73.76,7.34,3.57,7.89,2.27,2.89,7.36,5.43,8.27,8.33,4.44,7.15,4.2,9.08,6.44,5.52,2.87,9.43,5.32,4.32,7.34,7.72,7.67,7.38,0.62,8,7.91,3,8,191,4,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,9.68,7.87,7.83,5.48,10.0,4.52,0,1,0,0,1.32,0,4.67,3.62,Solutions Architect
"Cloud, DevOps & Platform Engineering",79.86,73.44,7.52,5.49,6.58,2.58,4.05,4.84,4.68,7.45,9.73,4.64,10.0,2.25,5.59,5.04,7.53,6.97,6.72,3.53,4.84,2.01,6.88,4.73,5.63,0.79,5,7.74,1,10,152,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,9.89,9.57,8.68,2.05,7.02,1.65,0,0,0,0,2.36,0,1.67,1.3,Cloud Architect
Data & Artificial Intelligence,75.43,71.25,9.11,8.54,6.89,6.1,3.41,7.43,7.22,8.79,6.81,1.4,2.49,3.5,3.32,8.18,6.04,8.32,5.71,2.66,6.23,4.6,8.48,6.92,2.14,0.65,9,7.18,1,12,203,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.43,6.88,3.92,7.47,4.93,2.69,1,0,1,0,3.18,0,1.51,3.64,Machine Learning Engineer
Systems & Infrastructure,80.75,71.46,8.6,5.86,9.85,3.35,7.39,4.01,3.36,6.77,4.95,6.6,7.54,3.59,4.01,5.48,8.48,6.09,2.4,5.28,3.93,5.72,2.18,5.38,7.75,0.63,12,9.99,3,20,219,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,5.23,7.75,4.48,8.9,7.02,2.77,0,1,0,0,8.8,7,7.18,7.58,Embedded Systems Engineer
Software Engineering,79.68,61.2,8.61,5.55,6.5,5.51,7.24,4.61,5.81,9.1,5.78,2.34,5.44,3.45,4.7,3.93,8.69,3.23,5.95,7.38,7.39,3.78,4.49,8.46,7.13,0.59,6,4.58,1,10,106,2,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,4.63,5.73,0.97,4.45,8.88,1.67,0,1,0,0,0.53,0,4.15,2.0,Backend Engineer
Systems & Infrastructure,52.63,61.0,8.35,6.64,9.26,1.98,5.12,6.36,0.15,6.14,5.11,4.09,3.42,3.22,7.38,5.14,1.67,5.97,6.04,8.13,4.46,2.68,2.88,6.61,6.84,0.5,7,8.35,0,4,123,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2.9,4.25,1.88,4.44,5.07,1.4,1,0,0,0,8.86,2,4.79,7.44,Embedded Systems Engineer
Software Engineering,71.05,88.05,9.44,4.78,9.95,7.15,7.26,5.71,4.39,8.94,5.43,2.83,5.92,5.25,3.34,6.53,7.47,5.03,8.6,4.14,6.6,4.95,5.12,6.18,9.92,0.61,4,8.43,2,6,113,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3.66,6.54,2.79,4.67,7.42,2.53,1,0,0,0,5.37,0,3.22,0.79,Game Developer
Data & Artificial Intelligence,86.71,64.43,8.13,6.25,5.36,3.48,3.41,6.35,6.65,9.87,7.93,3.23,3.88,2.93,3.17,6.59,5.76,8.65,4.35,5.14,4.51,6.34,3.62,8.01,8.78,0.58,7,2.83,1,11,146,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,8.36,5.61,4.07,6.32,9.18,2.88,0,2,1,0,3.23,2,3.77,4.84,Analytics Engineer
Software Engineering,53.65,84.45,6.85,6.05,5.62,6.93,4.28,4.89,3.13,0.88,6.28,1.91,6.21,6.11,5.14,2.4,9.76,3.02,5.4,6.53,1.81,4.96,6.17,5.65,8.41,0.55,3,4.69,0,7,61,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6.93,6.43,3.0,3.08,3.6,1.28,1,0,0,0,3.79,0,1.86,0.0,Application Support Engineer
Data & Artificial Intelligence,74.9,63.8,8.94,10.0,7.9,5.06,4.37,5.72,9.11,9.1,5.65,2.08,4.4,3.11,6.48,3.69,7.48,8.47,2.49,4.2,4.02,4.0,3.06,9.34,6.47,0.71,7,3.56,1,6,157,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,1,2,0,0,3.78,5.71,4.2,5.67,5.21,3.24,0,1,0,0,1.3,1,2.69,2.23,AI Engineer
"Cloud, DevOps & Platform Engineering",63.63,82.15,8.35,2.47,4.34,3.13,1.7,5.46,2.51,3.06,8.47,3.16,9.7,2.18,7.09,1.6,7.98,5.01,7.24,7.71,5.12,6.92,8.12,5.44,6.34,0.63,6,6.69,1,9,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,2.58,7.28,4.82,2.52,4.78,1.93,0,0,0,0,1.23,0,1.97,3.17,Infrastructure Engineer
Data & Artificial Intelligence,88.89,86.97,8.7,8.09,7.45,3.01,0.22,7.43,8.11,5.73,4.83,3.48,2.73,2.89,2.54,7.9,5.35,7.19,4.68,5.43,4.39,5.9,5.1,8.0,7.68,0.49,4,4.46,1,6,85,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.76,5.67,5.68,5.52,5.8,2.16,0,1,0,0,3.89,1,1.33,0.72,BI Analyst
Cybersecurity,59.41,73.43,8.28,4.7,3.81,3.27,3.67,5.14,1.63,2.9,8.17,6.87,8.44,3.03,3.44,4.32,4.66,5.51,5.75,9.16,5.77,6.01,5.61,6.34,7.09,0.63,4,5.03,0,8,61,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6.29,3.34,1.12,4.52,3.02,8.18,22,0,2,0,1.29,0,2.31,4.06,SOC Analyst
Software Engineering,81.35,69.51,8.24,2.9,7.36,4.57,6.87,5.25,3.5,7.9,7.31,4.7,5.13,7.27,8.44,7.5,6.29,6.23,5.56,2.53,3.75,6.81,6.04,7.45,4.72,0.66,9,7.57,1,10,172,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,4.87,4.31,1.73,6.7,3.71,0,0,0,1,1.69,0,3.74,3.35,Backend Engineer
UI/UX & Product,59.27,65.25,7.51,7.85,2.24,7.12,5.94,4.73,1.73,4.42,1.65,2.99,5.02,8.56,4.93,6.28,4.51,5.77,5.81,9.0,6.16,7.88,7.59,6.49,9.02,0.82,6,5.78,1,10,107,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,3.31,3.26,2.93,5.51,4.41,0.96,0,0,1,0,2.27,1,4.11,2.5,Associate Product Manager
Data & Artificial Intelligence,67.97,94.61,6.79,4.82,6.31,1.37,2.01,6.5,7.46,9.38,5.05,1.99,3.43,5.28,6.27,4.85,6.01,7.92,8.98,7.15,4.55,5.66,5.74,5.93,7.94,0.58,5,3.69,0,6,88,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,3,1,1,0,0,1,1,0,3.97,4.82,3.66,9.78,6.54,2.7,0,0,1,0,3.53,0,0.0,0.22,BI Analyst
Software Engineering,96.42,74.62,5.52,4.53,7.95,8.71,7.97,6.41,9.74,7.15,7.73,2.17,8.15,8.61,5.9,7.79,8.14,5.78,6.33,8.97,4.01,4.99,4.8,8.25,5.54,0.77,8,7.14,2,6,197,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,7.35,3.74,2.1,4.07,7.06,1.61,0,0,0,0,3.23,0,3.91,2.88,Game Developer
"Cloud, DevOps & Platform Engineering",74.41,67.98,7.62,2.89,4.39,2.36,3.5,6.34,4.32,4.9,8.85,4.31,7.91,2.44,8.58,3.11,5.51,2.25,9.14,5.11,4.59,3.82,6.06,7.74,6.45,0.65,5,6.67,0,4,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4.77,2.01,5.68,3.57,6.0,1.52,0,1,0,0,2.08,0,2.28,1.81,Cloud Engineer
"Cloud, DevOps & Platform Engineering",69.87,73.09,7.74,2.76,4.72,2.03,2.41,5.4,4.07,6.93,9.67,5.58,7.73,3.0,4.84,3.72,2.96,4.67,7.71,2.49,9.59,2.79,9.16,8.23,4.42,0.63,8,5.67,1,10,163,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,0,5.01,6.92,6.89,2.58,4.93,3.89,0,0,0,0,0.95,0,2.51,0.0,DevOps Engineer
Quality Assurance & Testing,50.26,59.28,7.49,5.54,5.88,4.38,4.39,5.56,3.66,5.24,1.89,5.65,8.39,3.05,9.35,4.66,8.97,7.73,3.83,7.98,5.2,7.38,6.71,8.36,6.16,0.81,12,5.41,3,11,227,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.08,7.2,1.51,1.14,7.1,4.97,0,0,0,0,2.51,0,4.54,3.62,Automation Test Engineer
Cybersecurity,70.08,68.71,7.08,4.82,3.68,4.06,0.54,4.85,1.53,2.99,8.82,6.36,8.16,0.27,6.68,3.89,7.62,8.5,3.78,8.72,7.6,3.06,5.69,5.77,5.99,0.6,5,3.68,1,8,91,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,6.97,4.67,7.28,4.01,5.72,7.1,6,3,4,1,0.66,0,1.79,2.56,Cloud Security Engineer
Data & Artificial Intelligence,78.37,67.55,8.58,8.42,5.66,5.11,3.67,7.54,5.89,7.74,5.69,3.7,5.83,5.27,5.5,5.42,5.21,9.94,4.04,4.32,5.41,5.68,6.82,6.28,6.37,0.59,8,9.49,2,9,120,3,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,2,0,0,0,0,0,1,6.74,3.41,4.65,7.61,4.05,1.76,0,1,1,0,2.85,0,1.96,0.64,Analytics Engineer
